text,occurrence,label
[Zulu] Women and Children,1,Omission
his mistress,1,Omission
Mozart's,1,Omission
Marquise,1,Omission
Sarro,1,Omission
younger son of William Unwin,1,Omission
Servants,1,Omission
musicians,1,Omission
Ian,1,Omission
Phedre,1,Omission
Mr Martin,1,Omission
"Arnim, Count",1,Omission
group of Egyptian men,1,Omission
"the Earl of Crawford,",1,Omission
Gibson,1,Omission
with his mother,1,Omission
Viscount Cunningham of Hyndhope,1,Omission
Pascal,1,Omission
Famous Racing Motorist Runs a Successful Sussex Pig Farm,1,Omission
Buchanan-Smith,1,Omission
Students,1,Omission
McGregor,1,Omission
Lythgoe,1,Omission
indigenous man,1,Omission
a man holding his lead,1,Omission
Field Ditcher,1,Omission
son of George Ker of Fawdounsyde,1,Omission
her father,1,Omission
Burnett,1,Omission
the students,1,Omission
Durrant',1,Omission
"Birkenhead, Lord",1,Omission
"Butler, Lord",1,Omission
John Lord Yester,1,Omission
Reiach,1,Omission
unidentified man and woman,1,Omission
Count de Madre,1,Omission
Lord Balfour of Burleigh,1,Omission
General Montesquieu,1,Omission
the man plays his flute,1,Omission
Druids,1,Omission
a brother,1,Omission
Messrs. Sauer and Hartz,1,Omission
Men Farming in a Field in Africa,1,Omission
daughter of Matthew Combe,1,Omission
Picasso,1,Omission
R A Fisher,1,Omission
bishop of Worcester,1,Omission
Elliot,1,Omission
Store Coolies,1,Omission
"Oldham, [Dr]",1,Omission
"Onka, Mr",1,Omission
Lady Dunbar,1,Omission
by people other than Alan Greenwood,1,Omission
Taut,1,Omission
Prof. Bergman,1,Omission
Czar,1,Omission
Kammerer,1,Omission
Laird of Lethen,1,Omission
members of his family,1,Omission
Dr. French,1,Omission
second son of Duncan Forbes of Culloden and Bunchrew,1,Omission
Man Ploughing a Field Using Three Draught Horses,1,Omission
Man and Horse Falling,1,Omission
"Rachwalsky, Dr",1,Omission
Pillner,1,Omission
"Berliner, Dr.",1,Omission
Mr. Willets,1,Omission
her predicament,1,Omission
Dr. Horton-Smith,1,Omission
Swift,1,Omission
sister of 'the late Mr. Richardson of Kensington',1,Omission
a man next to it,1,Omission
Chinese tree tapper,1,Omission
Uncle,1,Omission
Skibo,1,Omission
four men standing in front of a shed,1,Omission
Braque,1,Omission
Baillie Family,1,Omission
Captain and Lieutenant Bardwell,1,Omission
Wadsworth,1,Omission
Man Hunting Antelopes in Africa,1,Omission
Earls of Moray and Middleton,1,Omission
a man posing with a hoe,1,Omission
Duke of Buccleuch and Queensberry,1,Omission
Parsee Ladies,1,Omission
Men Hand-Ploughing a Field with Draught Horses,1,Omission
a man at a Royal Show,1,Omission
her husband,1,Omission
women in overalls,1,Omission
Cunningham,1,Omission
Miro,1,Omission
Archibald,1,Omission
"Rothermere, Lady",1,Omission
Mr. Battie,1,Omission
Police on Parade,1,Omission
"daughter of Matthew Combe, a Leith brewer.",1,Omission
his junior partner,1,Omission
four men in front of a building,1,Omission
"W., Mrs",1,Omission
Shagal,1,Omission
two Pahari men,1,Omission
three African Zulu tribesmen,1,Omission
two men in a yard in front of a house,1,Omission
Moderator Designate,1,Omission
He is the son of John MacQueen,1,Omission
"Margaret Carnegie, daughter of Andrew Carnegie",1,Omission
Menzies' daughter,1,Omission
a woman sitting in a carriage,1,Omission
and others,1,Omission
son of a timber merchant,1,Omission
Jensen's,1,Omission
Peace Family],1,Omission
Anderson,1,Omission
admiral's daughter,1,Omission
Darwin's,1,Omission
Linsley's,1,Omission
a man out front,1,Omission
thirteen soldiers that were the sole survivors of the Second Grenadier Guards that fought in World War I and another photograph of two of the survivors,1,Omission
Egon,1,Omission
Myles,1,Omission
"Weill, Miss",1,Omission
Mr Fraser (Lord Fraser),1,Omission
"Brown, Mrs.",1,Omission
Lady Dunrossil,1,Omission
Alan Greenwood's father and uncles,1,Omission
Mr Kendal,1,Omission
MacIsaac,1,Omission
Eldin,1,Omission
people using boring equipment,1,Omission
McCauley,1,Omission
Wedding (Hamilton),1,Omission
Hettinger,1,Omission
Bradley,1,Omission
Afridees,1,Omission
Dr Coles,1,Omission
son of John Hope,1,Omission
"Samoilowitsch, Prof.",1,Omission
by other authors,1,Omission
a man holding it in place,1,Omission
A man stands amongst them,1,Omission
an older man watches in the background,1,Omission
Messrs. Hobbs,1,Omission
Dr black,1,Omission
Goldwater,1,Omission
a boy standing in front,1,Omission
"Blackett, [Prof]",1,Omission
Moira,1,Omission
a woman and a man,1,Omission
Bert,1,Omission
another unidentified man,1,Omission
Geissler and his wife,1,Omission
Sons,1,Omission
"Schmeidler, Mrs. Robert",1,Omission
Ken,1,Omission
Earl of Strathmore,1,Omission
a man in Arabic dress offering a platter with small men on it to a Western man in a top hat,1,Omission
Dr Black,1,Omission
a group of men and musicians,1,Omission
his Gaelic-speaking mother,1,Omission
Marquess of Linlithgow,1,Omission
Nicoll,1,Omission
Episcopalian maternal grandmother,1,Omission
the son of the German engineer John Jacob Holtzapffel,1,Omission
Doolittle,1,Omission
Glendining,1,Omission
Dr Emslie,1,Omission
a man riding a white horse,1,Omission
"his son, Adam Ferguson",1,Omission
Three African Zulu Tribesmen,1,Omission
Indian Women from the Pueblas Near Colima,1,Omission
Mr Lake,1,Omission
two men standing next to a 20 year old Para rubber tree,1,Omission
group of girls,1,Omission
Bishop,1,Omission
Johnston,1,Omission
Mrs. Carswell,1,Omission
two unidentified women sitting together,1,Omission
A Druidic Sacrifice of Prisoners of War,1,Omission
a man crouching next to it,1,Omission
Matabele Youth,1,Omission
"Abedare, Lord",1,Omission
Mrs. Pleadwell,1,Omission
Cezanne,1,Omission
Glass,1,Omission
Rushbrooke,1,Omission
a group of men and boys,1,Omission
Needham,1,Omission
The Shepherd Boy of the Southwestern Deser,1,Omission
Professor,1,Omission
three men standing ina sheep and fowl kraal,1,Omission
a group of men going on a bear hunt,1,Omission
Office Staff,1,Omission
One person is walking along side a series of posts holding two round skeins of fibre while one person watches,1,Omission
Smith [Mrs],1,Omission
Mr Bates,1,Omission
son of William Duncan Knowles,1,Omission
Pleadwell,1,Omission
a man sitting on a rock,1,Omission
a Maori man,1,Omission
Dr. Myerscough,1,Omission
a group of other men riding horses,1,Omission
several cowboys,1,Omission
a man pouring a bucket of milk into a milk can,1,Omission
Parosse Natives in Dug-Outs on Zambesi,1,Omission
Lloyd-George,1,Omission
Professor Kelland,1,Omission
adults,1,Omission
Hans,1,Omission
a little Indian girl,1,Omission
"man, a Russian colonist",1,Omission
Grisell,1,Omission
Prof. Dunn,1,Omission
Baldwin,1,Omission
Colonel Platt,1,Omission
Weber,1,Omission
Man on Horse,1,Omission
eldest daughter,1,Omission
Leper,1,Omission
a little boy,1,Omission
General Eisenhower,1,Omission
Heiress,1,Omission
"Gomirato, [Prof]",1,Omission
Elizabeth,1,Omission
a man at an agricultural exhibition,1,Omission
The Raja of Talcher,1,Omission
his Lady,1,Omission
"a group of Indian men, women and children",1,Omission
Professor Tait,1,Omission
Rackstraw,1,Omission
Manuscripts and material relating to C.H. Waddington's research,1,Omission
Earl of Wigtown,1,Omission
respondent's mother,1,Omission
Artwork created for C.H. Waddington's book,1,Omission
Her Late Majesty the Queen,1,Omission
son of Alexander Falconer Giles,1,Omission
Tamil Man,1,Omission
"Kennet, Lord",1,Omission
Ripley,1,Omission
Mr Johnston,1,Omission
The Head Girl,1,Omission
Geisha Girls,1,Omission
Raesworth,1,Omission
Messrs. Oarlot,1,Omission
Ballinluig,1,Omission
daughter of Lord George Home,1,Omission
Professor Keller,1,Omission
"son of the German engineer John Jacob Holtzapffel (1768-1835),",1,Omission
Schmidt,1,Omission
cowboys rounding-up a herd of cattle,1,Omission
Dupin,1,Omission
four men on a mountain side,1,Omission
Tecton,1,Omission
Torrance,1,Omission
Major Macdougall,1,Omission
Mr. Kingsforth,1,Omission
Hydie,1,Omission
Cattle Herders,1,Omission
Mrs. R M Foor,1,Omission
a widow,1,Omission
women filling water jars,1,Omission
Von Ranke,1,Omission
Piaget,1,Omission
the son of John Baillie (1829-1891),1,Omission
Mrs Taylor,1,Omission
Prince Consort,1,Omission
von Berg,1,Omission
nephew to Sir Donald Currie,1,Omission
Hester,1,Omission
his wife and daughter,1,Omission
Lord Mayor of London,1,Omission
Dr Gowe,1,Omission
Judith Ann Horrocks,1,Omission
group of young Khond boys,1,Omission
two unidentified males,1,Omission
Gregory's,1,Omission
a man driving the team,1,Omission
men skinning pigs,1,Omission
two young men,1,Omission
man in the white jacket,1,Omission
Tehuantepequenas,1,Omission
members of Koestler's family,1,Omission
Woman Owner's Victory,1,Omission
staff and students,1,Omission
"Kind, [Dr]",1,Omission
Professor Maw,1,Omission
"His Majesty, The King",1,Omission
Friedman,1,Omission
"Stucki, [Dr]",1,Omission
Beaumont,1,Omission
her sister,1,Omission
man,429,Stereotype
men,342,Stereotype
a man,223,Stereotype
a woman,108,Stereotype
woman,67,Stereotype
two men,54,Stereotype
women,49,Stereotype
a group of men,32,Stereotype
female,24,Stereotype
Man,22,Stereotype
boys,21,Stereotype
a man and a woman,21,Stereotype
an Indian man,21,Stereotype
his,20,Stereotype
boy,17,Stereotype
his wife Florence Jewel Baillie,16,Stereotype
three men,15,Stereotype
cowboys,15,Stereotype
Men,15,Stereotype
Empress of Britain,15,Stereotype
his wife,13,Stereotype
another man,12,Stereotype
Women,12,Stereotype
two women,12,Stereotype
a boy,11,Stereotype
girl,11,Stereotype
Woman,11,Stereotype
a young Chinese woman,10,Stereotype
a young woman,10,Stereotype
knighthood,9,Stereotype
knighted,9,Stereotype
cowboy,8,Stereotype
Fellow of the Royal Society of Edinburgh,8,Stereotype
OBE,7,Stereotype
him,7,Stereotype
four men,6,Stereotype
two Indian men,6,Stereotype
her,6,Stereotype
Fellow of the Royal College of Physicians,6,Stereotype
several men,6,Stereotype
two unidentified men,6,Stereotype
male person,6,Stereotype
Fellow of the Royal Society,6,Stereotype
young Chinese woman,5,Stereotype
a young girl,5,Stereotype
First Class Honours,5,Stereotype
men and women,5,Stereotype
Honorary Librarian,5,Stereotype
man and woman,4,Stereotype
Knighthood,4,Stereotype
a woman and a man,4,Stereotype
three women,4,Stereotype
policeman,4,Stereotype
a male person,4,Stereotype
daughter of,4,Stereotype
girls,4,Stereotype
a Japanese man,3,Stereotype
Military Cross,3,Stereotype
two young boys,3,Stereotype
Diseases of Women,3,Stereotype
honorary degree,3,Stereotype
Napoleonic,3,Stereotype
men and boys,3,Stereotype
a small boy,3,Stereotype
John Baillie and his wife,3,Stereotype
a group of Indian men,3,Stereotype
an unidentified man,3,Stereotype
unidentified man,3,Stereotype
a woman and man,3,Stereotype
C.B.,3,Stereotype
"covering personal, family and social matters",3,Stereotype
a man and woman,3,Stereotype
A man,3,Stereotype
President,3,Stereotype
Two men,3,Stereotype
two boys,3,Stereotype
Fellow,3,Stereotype
Galvanism,3,Stereotype
PhD,3,Stereotype
Companion of Honour,3,Stereotype
Girl,3,Stereotype
John and Jewel Baillie,3,Stereotype
a young man,3,Stereotype
Pretty,2,Stereotype
a man's hands,2,Stereotype
honorary doctorate,2,Stereotype
one man,2,Stereotype
first class honours,2,Stereotype
Fellow of the British Academy,2,Stereotype
a group of African men,2,Stereotype
policemen,2,Stereotype
His wife,2,Stereotype
Woman and boy,2,Stereotype
Honorary Secretary,2,Stereotype
daughter,2,Stereotype
four African men,2,Stereotype
he,2,Stereotype
two women and a man,2,Stereotype
became a member,2,Stereotype
Woman Hater,2,Stereotype
a group of women,2,Stereotype
key figures,2,Stereotype
designed for a male,2,Stereotype
six men,2,Stereotype
unidentified female,2,Stereotype
Hermitian,2,Stereotype
won the Guy Medal in Gold,2,Stereotype
Young was the first Professor of Midwifery at Edinburgh to actually lecture on the subject of obstetrics.,2,Stereotype
Rockefeller Travelling Fellowship,2,Stereotype
his spouse,2,Stereotype
Milkman,2,Stereotype
Negrette,2,Stereotype
William Scott of Harden and his wife Elizabet Ker,2,Stereotype
His,2,Stereotype
Rector,2,Stereotype
Lotte,2,Stereotype
Virgin,2,Stereotype
Empress of England,2,Stereotype
was sometime president,2,Stereotype
a small girl,2,Stereotype
two other men,2,Stereotype
Honorary DD degree,2,Stereotype
Knight Commander of the Royal Victorian Order,2,Stereotype
a little girl,2,Stereotype
The Sprigge collection,2,Stereotype
tribesman,2,Stereotype
Waddington's letters to Yolanda chiefly concern arrangements for meeting and potential work opportunities for Yolanda,2,Stereotype
Waddington's letters to Yolanda,2,Stereotype
four women,2,Stereotype
honorary degrees,2,Stereotype
Faculty of Law Class Merit Lists,2,Stereotype
The ship's maiden voyage,2,Stereotype
Honorary Doctorate,2,Stereotype
Third Class of the Order of Polonia Restituta,2,Stereotype
President of the Royal College of Veterinary Surgeons,2,Stereotype
a Western man,2,Stereotype
elected Fellow of the Royal College of Physicians,2,Stereotype
Fellowship of the Royal Society,2,Stereotype
the man,2,Stereotype
Honorary DD,2,Stereotype
First Class Honours degree,2,Stereotype
married,1,Stereotype
Order of the Star of Sarawak,1,Stereotype
His second wife,1,Stereotype
Dexter failed to find a publisher for this research,1,Stereotype
two women gathering flowers in a poppy field,1,Stereotype
University Rector's Assessor,1,Stereotype
At Bletchley Park she was working with the team of allied codebreakers,1,Stereotype
first class honours degree,1,Stereotype
he was in charge of the Intelligence Department,1,Stereotype
Lord Lieutenant,1,Stereotype
a group of Khond men,1,Stereotype
honorary conductor,1,Stereotype
International Academy of the History of Science,1,Stereotype
First Class Honours in Geology,1,Stereotype
FRS,1,Stereotype
Knight First Class of the Order of the White Rose of Finland,1,Stereotype
from Sir James Duff's sister,1,Stereotype
five unidentified females,1,Stereotype
1st Class Honours,1,Stereotype
honorary member,1,Stereotype
young woman,1,Stereotype
honorary degree of D.D.,1,Stereotype
"His wife, by then Lady Thomson",1,Stereotype
a group of men and policemen,1,Stereotype
Emeritus Professor of Economic History,1,Stereotype
"Florence Jewel Baillie corresponded extensively with members of the extended Fowler and Pearse families and with many friends and associates throught her life. Family included, in particular, her father and mother (Richard and Florence Fowler) her sister Mai.",1,Stereotype
David H. Stam was married,1,Stereotype
K.B.E.,1,Stereotype
"the grandson of Donald Macdonald, of Sandside, Caithness, and was the only son of Lt-Col. William Donald MacDonald of the 93rd (Sutherland Highlanders) Regiment of Foot (1827-1862) and Miss Emma Anne Elizabeth Lindsay",1,Stereotype
Diseases peculiar to Females,1,Stereotype
Lady,1,Stereotype
Fellowship of the Royal Society of Edinburgh,1,Stereotype
Royal Arch Mason,1,Stereotype
He studied,1,Stereotype
O.B.E.,1,Stereotype
Edinburgh University medal,1,Stereotype
"Helen Crew, the wife of geneticist, Francis Crew",1,Stereotype
"a woman, J.G., picking flowers on the bank of the Vedder River",1,Stereotype
several mens hands,1,Stereotype
Honorary Sheriff,1,Stereotype
Housewife,1,Stereotype
a bearded man,1,Stereotype
Sir William Fraser Chair,1,Stereotype
Her father was a farmer and her mother a musician,1,Stereotype
indigenous Mexican women,1,Stereotype
Empress of Japan,1,Stereotype
Fellowship of the Academy of Medical Sciences,1,Stereotype
Senior Lalor Fellow,1,Stereotype
Shepherdess,1,Stereotype
He married Ann Scott,1,Stereotype
Spinozism,1,Stereotype
"a group of men, women and children",1,Stereotype
Baillie Room,1,Stereotype
several men and women,1,Stereotype
a method of tying a horse that only requires one man,1,Stereotype
Bronze Medal,1,Stereotype
President of the Royal College of Surgeons,1,Stereotype
Order of the British Empire (O.B.E.),1,Stereotype
He served as,1,Stereotype
Class Medal in Clinical Surgery,1,Stereotype
Rector of Edinburgh University,1,Stereotype
Female Championship Cup,1,Stereotype
three Indian men,1,Stereotype
"The certificate had been designed for a male student, and Mr has been overwritten with Miss",1,Stereotype
fellow,1,Stereotype
Men digging the trenches,1,Stereotype
the wife of the President of Mexico,1,Stereotype
the marriage of the Duke of Edinburgh to the Grand Duchess Marie Alexandrovna,1,Stereotype
who he was marrying,1,Stereotype
Two women and a boy,1,Stereotype
two African men,1,Stereotype
Civil Knight Commander of the Bath,1,Stereotype
academic honours,1,Stereotype
Sprigge married Giglia Gordon,1,Stereotype
mother,1,Stereotype
became President,1,Stereotype
galvanism,1,Stereotype
Rector of Glasgow University,1,Stereotype
Khond men,1,Stereotype
mother of the 'Laird of Hoddom',1,Stereotype
he married Mary Kynoch Macdonald,1,Stereotype
Vice-President of the Royal College of Veterinary Surgeons,1,Stereotype
many many Honours and Medals,1,Stereotype
"John, Lord Mount Stuart and Elizabeth McDouall-Crichton",1,Stereotype
a seated man,1,Stereotype
males,1,Stereotype
two Egyptian men,1,Stereotype
Nobel prize,1,Stereotype
"Letters from Mai Fowler to Florence Jewel Baillie, covering personal matters along with wider family and social ones.",1,Stereotype
Robert Osborne of the Poultry Research Centre being awarded the Neill Prize,1,Stereotype
Boy,1,Stereotype
"The caption notes that Ruth Lerner 'of Berkeley, California', is the 'wife of Professor I. Michael Lerner'.",1,Stereotype
If hens were women,1,Stereotype
Instructresses,1,Stereotype
14 academic session medals (5 silver and 9 bronze) awarded to James Roland Rider,1,Stereotype
a woman and another man,1,Stereotype
The Very Rev Prof James Whyte,1,Stereotype
his wife Anne,1,Stereotype
Ladies,1,Stereotype
three [Indian?] men,1,Stereotype
Knight Bachelor,1,Stereotype
amassed honourable mentions and other achievements,1,Stereotype
"the son of John Campbell, 1st Baron Cawdor and Lady Caroline Howard",1,Stereotype
the daughter of shipmaster Donald Macpherson and his wife Catherine McIntyre,1,Stereotype
Empress of Scotland,1,Stereotype
Lord Lloyd of Kilgerran Prize,1,Stereotype
President of the Society of Legal Scholars,1,Stereotype
Warden of the Worshipful Company of Farriers,1,Stereotype
president of the Scottish Text Society,1,Stereotype
Stapledon scholar,1,Stereotype
Woman Owner,1,Stereotype
The end of that war saw his marriage to Florence Jewel Fowler and the start of his academic caree,1,Stereotype
him and his wife Sheila,1,Stereotype
a group of Indian boys,1,Stereotype
a couple of men,1,Stereotype
Indian men,1,Stereotype
a little Indian boy,1,Stereotype
daughter of lawyer Dr. Richard Pankhurst and women's suffrage movement leader Emmeline Pankhurst,1,Stereotype
He was created a Baron in 1892 and an Earl and Viscount,1,Stereotype
Hector's wife,1,Stereotype
Knight Commander,1,Stereotype
"Senora Ignacio de la Torre, daughter of the President Porfirio Diaz",1,Stereotype
Fellow of the Royal College of Surgeons,1,Stereotype
He married a colleague of his,1,Stereotype
the sole editor,1,Stereotype
six indigenous men,1,Stereotype
Some of the men,1,Stereotype
In addition there are 17 examples of the Second Class Certificate of Merit issued by the University (Faculty of Medicine) indicating that SUSAN Binnie had 'acquitted himself' as a member of class between 1916 and 1921,1,Stereotype
"two boys, one girl",1,Stereotype
"possibly a family of a mother, father, son and daughter",1,Stereotype
honorary fellow,1,Stereotype
Sir John married three times,1,Stereotype
and his wife Jeanne,1,Stereotype
two young men,1,Stereotype
fellow of the British Academy and of the Royal Society of Edinburgh,1,Stereotype
awarded honorary degrees from a number of universities and colleges,1,Stereotype
"his Episcopalian, Jacobite maternal grandmother",1,Stereotype
Royal Society Visiting Professorship,1,Stereotype
in 1896 he married Ellen Milne McCulloch,1,Stereotype
"Unusually, this commonplace book contains articles not normally associated with the readings of a young lady of this period and might well be at least partially influenced by the interests of her husband",1,Stereotype
females,1,Stereotype
"son of George William Taylor, a painter, and Jane Sloan who had been in domestic service.",1,Stereotype
Fellow of the Royal Medical Society of Edinburgh,1,Stereotype
daughter of James V and Mary of Guise,1,Stereotype
his third wife,1,Stereotype
he had married Ann Dorothea Tindall,1,Stereotype
a Tamil man,1,Stereotype
"a group of African men, women and children",1,Stereotype
a group of Bhuija women,1,Stereotype
young women and of young men,1,Stereotype
a small crew of men,1,Stereotype
a group of young Khond boys,1,Stereotype
Rockefeller Foundation Studentship,1,Stereotype
men and machinery,1,Stereotype
Foreign Associate of the National Academy of Sciences,1,Stereotype
several men and boys,1,Stereotype
Honorary Fellow of the Royal Australasian College of Surgeons,1,Stereotype
physician to the Prince Regent,1,Stereotype
earned him from King Charles the degree of D.D.,1,Stereotype
Merit in Professional Subjects,1,Stereotype
Godfrey Thomson Research fund,1,Stereotype
Halliwell married the eldest daughter of Sir Thomas Phillipps,1,Stereotype
"his daughter, Thetis",1,Stereotype
"Following John Baillie's appointment as Moderator of the General Assembly of the Church of Scotland in 1942, Florence Jewel Baillie attended Assembly and related events and meetings as his wife",1,Stereotype
"her three sons, John, Donald Macpherson and Peter",1,Stereotype
she did surgical work in a womens hospital there,1,Stereotype
as chief of clan and name Morrison,1,Stereotype
"Her brother had also graduated as a doctor, and during the First World War he served on submarines.",1,Stereotype
Royal Society fellowship,1,Stereotype
with his wife,1,Stereotype
acquired numerous qualifications and other awards,1,Stereotype
Royal College of Obstetricians and Gynaecologists,1,Stereotype
Brunner married Mary Rose Catherine Pollen,1,Stereotype
Honorary Guest Member,1,Stereotype
honorary member of the Scottish Economic Society,1,Stereotype
his new wife,1,Stereotype
"Medals, awards and decorations of William Hunter",1,Stereotype
a man and a boy,1,Stereotype
Sheena,1,Stereotype
A Pretty Equestrienne,1,Stereotype
Honorary DD degree certificate,1,Stereotype
His efforts returned hundreds of men to the Continental Army at a critical moment,1,Stereotype
lovely Paget twins,1,Stereotype
a group of men and women,1,Stereotype
Empress of Ireland,1,Stereotype
showing descendants of Henry Brinton,1,Stereotype
Dobbie married Jean Fulton Hamilton,1,Stereotype
galvanic,1,Stereotype
the 'wife of Professor I. Michael Lerner',1,Stereotype
"through his mother Rachel, grandson of",1,Stereotype
Edinburgh Obstetrical Society,1,Stereotype
his mother Annie Baillie,1,Stereotype
male,1,Stereotype
"one of eight sons of John Morrison of Torinturk, Argyll, and Marion Morrison",1,Stereotype
"His widow, Lady Dunrossil",1,Stereotype
He studied at,1,Stereotype
Beatty was co-chairman,1,Stereotype
World renowned,1,Stereotype
a group of men with a woman,1,Stereotype
Senior Lalor Fellowship,1,Stereotype
"The certificate was designed for a male student, and 'He' has been corrected to 'She'",1,Stereotype
first-class honours degree,1,Stereotype
Indian man,1,Stereotype
Fellow of the Society of Antiquaries,1,Stereotype
milkmen,1,Stereotype
two Maori men,1,Stereotype
he married Marjorie Bennetts,1,Stereotype
his discoveries and theories,1,Stereotype
President of the Royal College of Physicians,1,Stereotype
master of mechanics,1,Stereotype
University Librarian Emeritus,1,Stereotype
Victory Cross,1,Stereotype
His parents were Thomas Archibald Miller Brownlie (1879-1962) a civil engineer working in Faisalabad (now in modern Pakistan) and Jessie Forsyth Brownlie (Smith),1,Stereotype
by his second wife Margaret Halcro,1,Stereotype
Knight Commander of the Order of the British Empire,1,Stereotype
"Florence Jewel Fowler was born in 1893, at Erdington, near Birmingham, the daughter of Richard Fowler, land agent & surveyor, and his wife Florence Pearse.",1,Stereotype
United States National Academy of Sciences,1,Stereotype
a third man,1,Stereotype
He was the sixth son of the Rev. Henry Erskine (1624-1696) by his second wife Margaret Halcro.,1,Stereotype
Practical Man,1,Stereotype
honorary doctoral degree,1,Stereotype
John Binnie set up a medical practice in Midcalder and Susan Binnie worked for him in the practice for a short while,1,Stereotype
Tom Newman Memorial Prize Winner,1,Stereotype
Maconochie married Elizabeth Welwood,1,Stereotype
a couple of 'land-girls' that assist with his pigs on his farm,1,Stereotype
"a group of men with a young woman, a boy",1,Stereotype
Honorary secretary,1,Stereotype
showing a man,1,Stereotype
honorary membership of the American Academy of Arts and Sciences,1,Stereotype
father and mother (Richard and Florence Fowler),1,Stereotype
with a woman,1,Stereotype
"had been put forward by a group of prominent Scotsmen in March 1812. The fund would protect 'widows, sisters and other females' from poverty",1,Stereotype
not only intend to give me a church but a wife also,1,Stereotype
Lady Luck,1,Stereotype
Professor Emeritus,1,Stereotype
a Minister's library,1,Stereotype
a small group of men and women,1,Stereotype
"the son of the Rev. Andrew Bogle (d. 1900), Minister of Callander Free Church, and Catherine Nisbet Bogle",1,Stereotype
Nobel Prize,1,Stereotype
gave birth to the author/philosopher/polymath Herbert Spencer,1,Stereotype
richest man in Ancona,1,Stereotype
a group of young men and women,1,Stereotype
Honorary Fellow of the Educational Institute of Scotland,1,Stereotype
Companion Order of the Bath (CB),1,Stereotype
Ramsay Macdonald,1,Stereotype
His great-grandfather,1,Stereotype
He became President of that body,1,Stereotype
"Professor Tom Pear and his wife, Catherine",1,Stereotype
a young woman and a man,1,Stereotype
Grand Officer of the Serbian Order,1,Stereotype
"Florence Jewel Fowler was born in 1893, at Erdington, near Birmingham, the daughter of Richard Fowler, land agent & surveyor, and his wife Florence Pearse",1,Stereotype
an African man,1,Stereotype
He facilitated many civic organizations,1,Stereotype
European Embryo Transfer Society Pioneer Award,1,Stereotype
a group of Englishmen,1,Stereotype
The certificate was designed for a male student and the word 'he' has not been amended,1,Stereotype
gold medal,1,Stereotype
R. George Jaap's wife Edna,1,Stereotype
Fellowship of the Academy,1,Stereotype
Scott had married Heather Fretwell,1,Stereotype
Royal Geographical Society Prize Medal,1,Stereotype
Bad boy of biology,1,Stereotype
Bronze Medal for Physiology (Second Prize),1,Stereotype
he married Judith Ann Horrocks,1,Stereotype
Victoria Cross,1,Stereotype
three young Mashona boys,1,Stereotype
Mendelain,1,Stereotype
Lord Meadowbank,1,Stereotype
himself and his wife,1,Stereotype
"in memory of her late husband, James Tait Black",1,Stereotype
K.C.I.E.,1,Stereotype
Alex and Isabe,1,Stereotype
He was given a State Funeral,1,Stereotype
Keynesian,1,Stereotype
"She was the eldest child of Norman James Dorward and Elizabeth Haig Bruce. Her father, and his brother Adam, ran the family tweed clothing manufacturing firm",1,Stereotype
two girls,1,Stereotype
Honorary Neurophysiological Specialist,1,Stereotype
He had married the Hon. Bride Faith Louisa Fremantle,1,Stereotype
tribesmen,1,Stereotype
Companion of the Order of the British Empire (OBE),1,Stereotype
unidentified males,1,Stereotype
As a young married woman with two small children - Kathleen and Margaret - she found it difficult to keep her medical career going,1,Stereotype
First,1,Stereotype
Officer of the Order of the British Empire,1,Stereotype
President of the Society for Psychical Research,1,Stereotype
he married the novelist Lisa St Aubin de Terán,1,Stereotype
first class honours in Botany,1,Stereotype
Royal Medical Society of Edinburgh,1,Stereotype
moving across with him,1,Stereotype
Fellow of the Poultry Science Association,1,Stereotype
William Scott of Harden and his wife Elizabeth Ker,1,Stereotype
with whom he had another son.,1,Stereotype
key figure,1,Stereotype
a group of Afridi men,1,Stereotype
Sweet girl,1,Stereotype
Society of Antiquaries,1,Stereotype
his child,1,Stereotype
Freshwater married Nancy (Annie) Swingler,1,Stereotype
Fellow of the Royal Scottish Society of Arts,1,Stereotype
he had married Emily Hopkins Haldeman,1,Stereotype
milkman,1,Stereotype
Englishmen,1,Stereotype
Sir Thomas Middleton Memorial Trust and Lecture,1,Stereotype
"The caption notes that Ruth Lerner 'of Berkeley, California', is the 'wife of Professor I. Michael Lerner'",1,Stereotype
a smiling young woman,1,Stereotype
Western man,1,Stereotype
eleven men who were graduates in agriculture,1,Stereotype
Mrs Hart spends guineas on dross and marks it in her book for education,1,Stereotype
KBE,1,Stereotype
Chaplain to the King,1,Stereotype
Asquith,1,Stereotype
an unknown man,1,Stereotype
honorary membership of the Generation Science Club,1,Stereotype
Wernerian,1,Stereotype
two unidentified females,1,Stereotype
honorary president,1,Stereotype
founder of Dickinson College,1,Stereotype
Honorary Senior Lecturer,1,Stereotype
he married Renee Cameron,1,Stereotype
the sister ship,1,Stereotype
Sir Godfrey Thomson Court,1,Stereotype
"including her father, Friedrich Auerbach, grandfather, Leopold Auerbach, uncle, Felix Auerbach, and cousin",1,Stereotype
Chairman of the Salvesen's Ex-Whalers Club,1,Stereotype
Both men,1,Stereotype
two bearded men,1,Stereotype
he married Lillian Margaret Coke,1,Stereotype
Fellowship,1,Stereotype
He married his wife,1,Stereotype
member of the Royal Medical Society of Edinburgh,1,Stereotype
honorary fellow of the Royal Australasian and American Colleges of Surgeons,1,Stereotype
Four women,1,Stereotype
He was the twin brother of Helen Euphemia Logie.,1,Stereotype
