,description,field,desc_id,label,eadid
5178,"Not a single complete works [notes] :: Koestler, Arthur

",Title,7442,{'Unknown'},Coll-146
10793,"The terrible ... [notes] :: Koestler, Arthur

",Title,7443,{'Unknown'},Coll-146
1549,"Bibliographic references :: Koestler, Arthur

",Title,7444,{'Unknown'},Coll-146
5179,"Not only these ... [notes] :: Koestler, Arthur

",Title,7445,{'Unknown'},Coll-146
11573,"[List of items relating to Palestine] :: [Koestler, Arthur]

",Title,7446,{'Unknown'},Coll-146
10323,"The Jewish mass executions :: Karski, [?]

",Title,7447,"{'Omission', 'Unknown'}",Coll-146
5643,"Petition :: Koestler, Arthur

",Title,7448,{'Unknown'},Coll-146
11420,"Wie ich der Gestapo entkam :: [Kokorniak, Kurt]

",Title,7449,{'Unknown'},Coll-146
11551,"[Corrections to text] :: Koestler, Arthur

",Title,7450,{'Unknown'},Coll-146
3126,"How I got away from the Gestapo :: Kokorniak, Kurt

",Title,7451,{'Unknown'},Coll-146
8134,"Recognition of Israel : Speech / by R H S Crossman, Esq, MP ::

",Title,7452,{'Unknown'},Coll-146
11343,"Unease in zionism [book-review] :: Himmelfarb, Milton

",Title,7453,{'Unknown'},Coll-146
2822,"Exile and return : The Emergence of Jewish statehood [book advertisement] :: Gilbert, Martin

",Title,7454,{'Unknown'},Coll-146
692,"An Intricate web : The Geopolitics of Israel's survival / by Hans J Morgenthau - Oil against capitalism? - Arab Jerusalem :: Morgenthau, Hans J

",Title,7455,{'Unknown'},Coll-146
3454,"Jabotinski museum [guide] ::

",Title,7456,{'Omission'},Coll-146
1886,"Circular letter : The Era of persecution of the past in Nazi Europe :: Mandell, Miriam

",Title,7457,{'Unknown'},Coll-146
4117,"Letter :: Mandell, Miriam

",Title,7458,{'Unknown'},Coll-146
5108,"Nasser and the rocket makers : Germany on the Nile / by Phillip Dorn :: Dorn, Phillip

",Title,7459,{'Unknown'},Coll-146
2789,"Equipment of Israel's military forces :: Irgun Zvai Leumi

",Title,7460,{'Unknown'},Coll-146
5492,"Palestine to-day : An Up-to-date map of the Holy Land :: Benvenisti, D; Lurye, B

",Title,7461,{'Unknown'},Coll-146
10394,"The State of Israel : War Map No.5 :: Szapiro, J

",Title,7462,{'Unknown'},Coll-146
11577,"[Map of Palestine] :: Szapiro, J

",Title,7463,{'Unknown'},Coll-146
3055,"Guide-map of Jerusalem :: Matson, G Eric

",Title,7464,{'Unknown'},Coll-146
10395,"The Story of the archaeological deception in Shilo / by Yehuda Litani - Diary / by Nahum Barnea :: Litani, Yehuda; Barnea, Nahum

",Title,7465,{'Unknown'},Coll-146
10413,"The Workings of the zionistic apartheid inside Israel :: Cogan, Goga; Ariel, Yehuda

",Title,7466,{'Unknown'},Coll-146
11454,"Winter scenes in the USA - Nuclear weapons and Sadat's initiative / by Shlomo Aharonson :: Aharonson, Shlomo

",Title,7467,{'Unknown'},Coll-146
8184,"Report : Persecution of Christians in Israel :: Shahak, Israel

",Title,7468,{'Unknown'},Coll-146
3489,"Jerusalem at the heart of the problem :: Rose, Susan

",Title,7469,{'Unknown'},Coll-146
11146,"To heaven with Nazarites :: Rose, Sarah

",Title,7470,{'Unknown'},Coll-146
1895,"Circular letter :: Shindler and Golomb Publishers

",Title,7471,{'Occupation'},Coll-146
3985,"Letter :: Herz-Shikmoni, G

",Title,7472,{'Unknown'},Coll-146
3134,"Humanistisches Judentum : Erbe und Aufgabe : Ein Essay :: Herz-Shikmoni, G; Einstein, Albert

",Title,7473,{'Unknown'},Coll-146
1963,"Commentary : The UN tangle over Jerusalem : Prospects for a settlement :: Lehrman, Hal

",Title,7474,{'Unknown'},Coll-146
10324,"The Jews under Turkey's new deal : The Struggle for democracy is still not won :: Lehrman, Hal

",Title,7475,{'Unknown'},Coll-146
4215,"Letter :: Praag, J P van

",Title,7476,{'Unknown'},Coll-146
1940,"Collection : Prisons and military prisons inside Israel :: Kotler, Yair; Yefet, Ze'ev; Israeli, Ika

",Title,7477,{'Unknown'},Coll-146
4091,"Letter :: Lewis, Sarah Times Newspapers. Sunday Times

",Title,7478,{'Unknown'},Coll-146
4152,"Letter :: Moat, John

",Title,7479,{'Unknown'},Coll-146
3800,"Letter :: Clancy, Anthony

",Title,7480,{'Unknown'},Coll-146
3949,"Letter :: Gutteridge, L.

",Title,7481,{'Unknown'},Coll-146
3997,"Letter :: Holroyd, James Edward

",Title,7482,{'Unknown'},Coll-146
3919,"Letter :: Gillitt, Frances

",Title,7483,{'Unknown'},Coll-146
4100,"Letter :: Lovell, E.

",Title,7484,{'Unknown'},Coll-146
4290,"Letter :: Shepley, Michael T.

",Title,7485,{'Unknown'},Coll-146
3964,"Letter :: Harrison, H. W. P.

",Title,7486,{'Unknown'},Coll-146
3761,"Letter :: Boutin, Michel A.
",Title,7487,{'Unknown'},Coll-146
3725,"Letter :: Barnes, T. T.

",Title,7488,{'Unknown'},Coll-146
5244,"Notes for Sun[day] Times coincidences :: [Koestler, Arthur?]

",Title,7489,{'Unknown'},Coll-146
11599,"[Ratings list for Sunday Times Coincidence Competition] :: [Koestler, Arthur?]

",Title,7490,{'Unknown'},Coll-146
4306,"Letter :: Smith, Godfrey Times Newspapers. Sunday Times

",Title,7491,{'Unknown'},Coll-146
8371,"S[unday] Times coincidence-grouping :: [Koestler, Arthur?]

",Title,7492,{'Unknown'},Coll-146
4184,"Letter :: Page, David J.

",Title,7493,{'Unknown'},Coll-146
4194,"Letter :: Pearson, C.

",Title,7494,{'Unknown'},Coll-146
3933,"Letter :: Gould, Maurice R.

",Title,7495,{'Unknown'},Coll-146
3798,"Letter :: Cherbonnier, E.

",Title,7496,{'Unknown'},Coll-146
8115,"Re inexplicable coincidences : letter :: Parkyn, M.

",Title,7497,{'Unknown'},Coll-146
4413,"Letter :: Worssam, Mrs Geoffrey (Joyce)

",Title,7498,"{'Gendered-Role', 'Feminine'}",Coll-146
3709,"Letter :: Ardagh, Colette

",Title,7499,{'Unknown'},Coll-146
4096,"Letter :: Ling, Georgina

",Title,7500,{'Unknown'},Coll-146
4318,"Letter :: Steele, G. E.

",Title,7501,{'Unknown'},Coll-146
3959,"Letter :: Harman, John L.

",Title,7502,{'Unknown'},Coll-146
4333,"Letter :: Summers, S. G.

",Title,7503,{'Unknown'},Coll-146
3783,"Letter :: Butterworth, Arthur

",Title,7504,{'Unknown'},Coll-146
4387,"Letter :: Watt, Frieda

",Title,7505,{'Unknown'},Coll-146
4404,"Letter :: Williams, Graham

",Title,7506,{'Unknown'},Coll-146
4168,"Letter :: Nevard, B.

",Title,7507,{'Unknown'},Coll-146
4012,"Letter :: Illony, D.

",Title,7508,{'Unknown'},Coll-146
3868,"Letter :: Ellison, J.

",Title,7509,{'Unknown'},Coll-146
4234,"Letter :: Reeves, W.

",Title,7510,{'Unknown'},Coll-146
3788,"Letter :: Cannon, Reginald

",Title,7511,{'Unknown'},Coll-146
4132,"Letter :: McGlashan, Alan

",Title,7512,{'Unknown'},Coll-146
4161,"Letter :: Mott, Francis J.

",Title,7513,{'Unknown'},Coll-146
3819,"Letter :: Cripps, A. J.

",Title,7514,{'Unknown'},Coll-146
4134,"Letter :: McKechnie, Kerrith, A.

",Title,7515,{'Unknown'},Coll-146
3876,"Letter :: Feifer, George

",Title,7516,{'Unknown'},Coll-146
4188,"Letter :: Parrot, Jay

",Title,7517,{'Unknown'},Coll-146
4187,"Letter :: Parker, Nigel

",Title,7518,{'Unknown'},Coll-146
4136,"Letter :: McManus, John

",Title,7519,{'Unknown'},Coll-146
4104,"Letter :: Lyndoe, Edward

",Title,7520,{'Unknown'},Coll-146
3838,"Letter :: De Swart, L.

",Title,7521,{'Unknown'},Coll-146
3995,"Letter :: Hollier, Derek

",Title,7522,{'Unknown'},Coll-146
3772,"Letter :: Broderick, Joseph S.

",Title,7523,{'Unknown'},Coll-146
4121,"Letter :: Mantell, Carl

",Title,7524,{'Unknown'},Coll-146
4369,"Letter :: Veazey, H. C. H.

",Title,7525,{'Unknown'},Coll-146
3724,"Letter :: Bannell, R. S.

",Title,7526,{'Unknown'},Coll-146
4105,"Letter :: MacKeman, J.

",Title,7527,{'Unknown'},Coll-146
4097,"Letter :: Linlithgow, Lord

",Title,7528,"{'Masculine', 'Omission', 'Gendered-Role'}",Coll-146
4114,"Letter :: Malloch, Susan M. J.

",Title,7529,{'Unknown'},Coll-146
3740,"Letter :: Binder, Pearl

",Title,7530,{'Unknown'},Coll-146
3954,"Letter :: Harding, Phyllis

",Title,7531,{'Unknown'},Coll-146
3789,"Letter :: Carr, Alan J.

",Title,7532,{'Unknown'},Coll-146
3755,"Letter :: Boase, Wendy

",Title,7533,{'Unknown'},Coll-146
4245,"Letter :: Robb, Barbara

",Title,7534,{'Unknown'},Coll-146
4308,"Letter :: Smith, Marguerite C.

",Title,7535,{'Unknown'},Coll-146
4281,"Letter :: Scola, P. A.

",Title,7536,{'Unknown'},Coll-146
3844,"Letter :: Dixon, Stephen

",Title,7537,{'Unknown'},Coll-146
4302,"Letter :: Smallfield, J.

",Title,7538,{'Unknown'},Coll-146
4123,"Letter :: Marsden-Jones, Briony

",Title,7539,{'Unknown'},Coll-146
4151,"Letter :: Mitchell, William E.",Title,7540,{'Unknown'},Coll-146
4129,"Letter :: McCartny, Finbar

",Title,7541,{'Unknown'},Coll-146
4468,"Letter :: [Subheday?], V. L.

",Title,7542,{'Unknown'},Coll-146
3901,"Letter :: Gale, P. H. V.

",Title,7543,{'Unknown'},Coll-146
4297,"Letter :: Sims, P. G.

",Title,7544,{'Unknown'},Coll-146
4247,"Letter :: Roberts, W. A.

",Title,7545,{'Unknown'},Coll-146
4111,"Letter :: Maddison, Grace",Title,7546,{'Unknown'},Coll-146
3816,"Letter :: Corbett, Marjorie

",Title,7547,{'Unknown'},Coll-146
11458,"With the compliments of the Sunday Times slip :: Smith, Godfrey Times Newspapers. Sunday Times

",Title,7548,{'Unknown'},Coll-146
4086,"Letter :: Leonard, J. M.

",Title,7549,{'Unknown'},Coll-146
3906,"Letter :: Garrets, A.

",Title,7550,{'Unknown'},Coll-146
4250,"Letter :: Robson, John

",Title,7551,{'Unknown'},Coll-146
4217,"Letter :: Price, Barbara

",Title,7552,{'Unknown'},Coll-146
4001,"Letter :: Hudson, Christopher

",Title,7553,{'Unknown'},Coll-146
3831,"Letter :: Danks, P. K. L.

",Title,7554,{'Unknown'},Coll-146
3742,"Letter :: Blaikley, Alan

",Title,7555,{'Unknown'},Coll-146
4300,"Letter :: Slattery, Finbar

",Title,7556,{'Unknown'},Coll-146
4361,"Letter :: Twycross, R. G.

",Title,7557,{'Unknown'},Coll-146
3934,"Letter :: Grant, Paula

",Title,7558,{'Unknown'},Coll-146
4246,"Letter :: Roberts, A. S.

",Title,7559,{'Unknown'},Coll-146
4028,"Letter :: Jones, T. M.

",Title,7560,{'Unknown'},Coll-146
4174,"Letter :: Nicholson, J.

",Title,7561,{'Unknown'},Coll-146
4283,"Letter :: Scott, M. H.

",Title,7562,{'Unknown'},Coll-146
4310,"Letter :: Smith, Wendy

",Title,7563,{'Unknown'},Coll-146
4344,"Letter :: Thomas, T. H.

",Title,7564,{'Unknown'},Coll-146
3836,"Letter :: Davison, Robert S.

",Title,7565,{'Unknown'},Coll-146
4087,"Letter :: Leonard, Tom

",Title,7566,{'Unknown'},Coll-146
3993,"Letter :: Holder, E. M.

",Title,7567,{'Unknown'},Coll-146
3848,"Letter :: Dover, Stella M.

",Title,7568,{'Unknown'},Coll-146
3795,"Letter :: Chapple, Dorothy

",Title,7569,{'Unknown'},Coll-146
4402,"Letter :: Wicks, K. A.

",Title,7570,{'Unknown'},Coll-146
4328,"Letter :: Streeton, W. L.

",Title,7571,{'Unknown'},Coll-146
3969,"Letter :: Hasted, Michael

",Title,7572,{'Unknown'},Coll-146
3947,"Letter :: Guinness, Alec

",Title,7573,{'Unknown'},Coll-146
4219,"Letter :: Priestley, J. B.

",Title,7574,{'Unknown'},Coll-146
4400,"Letter :: Whittome, G. H.

",Title,7575,{'Unknown'},Coll-146
3748,"Letter :: Blockey, Ian

",Title,7576,{'Unknown'},Coll-146
4197,"Letter :: Pepelasis, Ademantios

",Title,7577,{'Unknown'},Coll-146
4295,"Letter :: Simmons, Jeffrey

",Title,7578,{'Unknown'},Coll-146
4220,"Letter :: Pringle, John

",Title,7579,{'Unknown'},Coll-146
4083,"Letter :: Le Page, L. S.

",Title,7580,{'Unknown'},Coll-146
527,"A case of schizophrenia / by a correspondent :: [Pringle, John]

",Title,7581,{'Unknown'},Coll-146
3885,"Letter :: Flanagan, P. L.

",Title,7582,{'Unknown'},Coll-146
4278,"Letter :: Schmeidler, Mrs. Robert

",Title,7583,"{'Omission', 'Feminine', 'Gendered-Role'}",Coll-146
3878,"Letter :: Ferreira, Ricardo

",Title,7584,{'Unknown'},Coll-146
3880,"Letter :: Finch, Bernard E.

",Title,7585,{'Unknown'},Coll-146
3940,"Letter :: Green, Margaret

",Title,7586,{'Unknown'},Coll-146
3751,"Letter :: Bluhm, Walter

",Title,7587,{'Unknown'},Coll-146
3965,"Letter :: Harvie, Bob [Robert]

",Title,7588,{'Unknown'},Coll-146
4048,"Letter :: Kirkpatrick, Yvone

",Title,7589,{'Unknown'},Coll-146
4147,"Letter :: Miles, F. G.

",Title,7590,{'Unknown'},Coll-146
3932,"Letter :: Goudsmit, S. A.

",Title,7591,{'Unknown'},Coll-146
4243,"Letter :: Rivlin, Lilly

",Title,7592,{'Unknown'},Coll-146
4418,"Letter :: Zeisel, Hans

",Title,7593,{'Unknown'},Coll-146
11435,"William Feller, An introduction to probability theory and its applications. Vol.1 : [excerpts] :: Feller, William

",Title,7594,{'Unknown'},Coll-146
4353,"Letter :: Tromp, Solco W.

",Title,7595,{'Unknown'},Coll-146
3874,"Letter :: Fedden, Robin

",Title,7596,{'Unknown'},Coll-146
3982,"Letter :: Henius, Bent

",Title,7597,{'Unknown'},Coll-146
4244,"Letter :: Rivlin, V. G.

",Title,7598,{'Unknown'},Coll-146
3987,"Letter :: Heywood, Rosalind

",Title,7599,{'Unknown'},Coll-146
3883,"Letter :: Firsoff, Axel

",Title,7600,{'Unknown'},Coll-146
3937,"Letter :: Gray, Chester M.

",Title,7601,{'Unknown'},Coll-146
11623,"[Two accounts of coincidences] :: Williams, R.; Walton, A.

",Title,7602,{'Unknown'},Coll-146
11506,"[Account of coincidence] :: Willemetz, Emile

",Title,7603,{'Unknown'},Coll-146
4460,Letter :: [Michael?],Title,7604,"{'Omission', 'Unknown'}",Coll-146
11618,"[Two accounts of coincidences] :: Alexander, G. H.

",Title,7605,{'Unknown'},Coll-146
11613,"[Three accounts of coincidences] :: Lynden-Bell, [?]; Collier, Angus; Beadnell, May

",Title,7606,"{'Omission', 'Unknown'}",Coll-146
11503,"[Account of coincidence] :: Jenkins, R.

",Title,7607,{'Unknown'},Coll-146
11501,"[Account of coincidence] :: Chaplin, Gitta

",Title,7608,{'Unknown'},Coll-146
11621,"[Two accounts of coincidences] :: Herold, J. C. E.; Pollitt, K. M.

",Title,7609,{'Unknown'},Coll-146
11561,"[Four accounts of coincidences] :: Atkins, Jane; Spence, W. O.; Moore, S.; Turner, F. G.

",Title,7610,{'Unknown'},Coll-146
11612,"[Three accounts of coincidences] :: Epton, N.; Bacon, P. M.; Broadbent, J.

",Title,7611,{'Unknown'},Coll-146
11562,"[Four accounts of coincidences] :: Brown, Walter; Irving-Bell, D.; Richards, M. L.; Foss, [?]

",Title,7612,"{'Omission', 'Unknown'}",Coll-146
11504,"[Account of coincidence] :: Presswood, C. E.

",Title,7613,{'Unknown'},Coll-146
1935,"Coincidences from Dr. Letitia Fairfield : a day with Lady Louisa Stuart :: Fairfield, Letitia

",Title,7614,"{'Gendered-Role', 'Unknown', 'Feminine'}",Coll-146
11505,"[Account of coincidence] :: Rilie, [?]

",Title,7615,"{'Omission', 'Unknown'}",Coll-146
754,"Anti memoires :: Malraux, Andre

",Title,7616,{'Unknown'},Coll-146
11564,"[Icelandic journals] :: Morris, William

",Title,7617,{'Unknown'},Coll-146
11502,"[Account of coincidence] :: Durham, James

",Title,7618,{'Unknown'},Coll-146
7941,"Postcard :: Fedden, Robin

",Title,7619,{'Unknown'},Coll-146
3597,"Lady Luck: the theory of probability. Chapter XIII, rare events, coincidences and surprising occurrences :: Weaver, Warren",Title,7620,"{'Stereotype', 'Gendered-Role', 'Unknown', 'Feminine'}",Coll-146
4424,"Letter :: [?], Pat

",Title,7621,"{'Omission', 'Unknown'}",Coll-146
11499,"[Account of a coincidence] :: Durham, Jim [James]

",Title,7622,{'Unknown'},Coll-146
3850,"Letter :: Durham, Jim [James]

",Title,7623,{'Unknown'},Coll-146
2991,"Gamow, George, Thirty years that shook physics : [excerpt] :: Gamow, George

",Title,7624,{'Unknown'},Coll-146
3017,"Gesprach mit Prof. W. Pauli im Institut fur Grenzgebiete der Psychologie und Psychohygiene Freiburg i. Br. am 30. April 1957 ::

",Title,7625,{'Unknown'},Coll-146
7783,"Physikalische Untersuchung des Spukfalles in Rosenheim 1967 / F. Karger und G. Zicha ; with a summary in English :: Karger, F; Zicha, G.

",Title,7626,{'Unknown'},Coll-146
580,"Account of a triple coincidence :: Cockburn, Norman J.

",Title,7627,{'Unknown'},Coll-146
11614,"[Three accounts of coincidences] :: Pierce, Didacus; Banks, G.; Sarrow, D. A.

",Title,7628,{'Unknown'},Coll-146
11622,"[Two accounts of coincidences] :: Paterson, E. C.

",Title,7629,{'Unknown'},Coll-146
11619,"[Two accounts of coincidences] :: Darby, B. C.; Edsberg, O.

",Title,7630,{'Unknown'},Coll-146
11620,"[Two accounts of coincidences] :: Fisher, P. M.; Brown, P. M.

",Title,7631,{'Unknown'},Coll-146
3729,"Letter :: Bauer, Stefan

",Title,7632,{'Unknown'},Coll-146
4363,"Letter :: Urban, George R.

",Title,7633,{'Unknown'},Coll-146
3776,"Letter :: Burke Hayward, Betty

",Title,7634,{'Unknown'},Coll-146
4458,"Letter :: [Law Whyte, Lancelot?] Lance

",Title,7635,{'Unknown'},Coll-146
1868,"Chequered careers :: Grey, Anthony

",Title,7636,{'Unknown'},Coll-146
5634,"Personal View :: Konotey Ahulu, F. I. D.

",Title,7637,{'Unknown'},Coll-146
2752,"Elementary, my dear Wilson ::

",Title,7638,"{'Omission', 'Unknown'}",Coll-146
10401,"The Times diary : Willis's typecasting in Lords :: PHS

",Title,7639,"{'Omission', 'Unknown'}",Coll-146
1936,"Coincidences from my diary :: [Koestler, Cynthia?]

",Title,7640,{'Unknown'},Coll-146
5226,"Notes :: Koestler, Arthur

",Title,7641,{'Unknown'},Coll-146
5229,"Notes [on The challenge of change?] :: Koestler, Arthur

",Title,7642,{'Unknown'},Coll-146
4428,"Letter :: [Bautlet?], D.

",Title,7643,{'Unknown'},Coll-146
3908,"Letter :: Garwood, G. T.

",Title,7644,{'Unknown'},Coll-146
8387,"Science and Soviet philosophy :: Dixon, Bernard

",Title,7645,{'Unknown'},Coll-146
3710,"Letter :: Armstrong, Clare

",Title,7646,{'Unknown'},Coll-146
3716,"Letter :: Aspler, David

",Title,7647,{'Unknown'},Coll-146
4072,"Letter :: Kowal, Alice Crane

",Title,7648,{'Unknown'},Coll-146
3822,"Letter :: Crosthwaite, Moore

",Title,7649,{'Unknown'},Coll-146
3870,"Letter :: Epton, Nina

",Title,7650,{'Unknown'},Coll-146
4149,"Letter :: Miller, John

",Title,7651,{'Unknown'},Coll-146
3888,"Letter :: Ford, W.

",Title,7652,{'Unknown'},Coll-146
4441,"Letter :: [Haynes, Renee?]

",Title,7653,{'Unknown'},Coll-146
4024,"Letter :: Johannesson, Rolf

",Title,7654,{'Unknown'},Coll-146
4126,"Letter :: Mayer, Richard, L.

",Title,7655,{'Unknown'},Coll-146
4414,"Letter :: Wren-Lewis, John

",Title,7656,{'Unknown'},Coll-146
4397,"Letter :: White, John

",Title,7657,{'Unknown'},Coll-146
3882,"Letter :: Firsoff, Alexander

",Title,7658,{'Unknown'},Coll-146
4085,"Letter :: Lee, Terry

",Title,7659,{'Unknown'},Coll-146
3892,"Letter :: Foster, Betty

",Title,7660,{'Unknown'},Coll-146
3833,"Letter :: Davies, Audrey

",Title,7661,{'Unknown'},Coll-146
4101,"Letter :: Ludemann, Gertrude

",Title,7662,{'Unknown'},Coll-146
3818,"Letter :: Crewe, May

",Title,7663,{'Unknown'},Coll-146
4273,"Letter :: Saunders, Joan

",Title,7664,{'Unknown'},Coll-146
3794,"Letter :: Chapman, David T.

",Title,7665,{'Unknown'},Coll-146
4336,"Letter :: Swettenham, N. A. M.",Title,7666,{'Unknown'},Coll-146
5436,"Opening of Parliament, 3.11.1964 :: Heywood, Rosalind

",Title,7667,{'Unknown'},Coll-146
10455,"The ceremonial to be observed at the opening of Parliament by her Majesty the Queen ::

",Title,7668,"{'Gendered-Pronoun', 'Gendered-Role', 'Feminine'}",Coll-146
3303,"Incident with Miss Nancy Johnson :: Heywood, Rosalind

",Title,7669,"{'Gendered-Role', 'Unknown', 'Feminine'}",Coll-146
11507,"[Accounts of ESP-type experiences] :: Heywood, Rosalind

",Title,7670,{'Unknown'},Coll-146
8113,"Random recollections of Hailebury (p.65) : [excerpt] :: Ashcroft, R. L.

",Title,7671,{'Unknown'},Coll-146
900,"Athenaus XIII, 575 : account of love before meeting : [excerpt] ::

",Title,7672,{'Unknown'},Coll-146
11521,"[Bibliographic reference to] Aubrey's brief lives ::

",Title,7673,{'Unknown'},Coll-146
3918,"Letter :: Gild, J. L.

",Title,7674,{'Unknown'},Coll-146
551,"A sufi martyr : [excerpt] :: Arberry, A. J. (Arthur John): translator

",Title,7675,"{'Occupation', 'Unknown'}",Coll-146
610,"Africa Drums. The Adventurers Club (pp. 41-45) : [excerpt] :: Baker, Richard St. Barbe

",Title,7676,{'Unknown'},Coll-146
11523,"[Bibliographic reference to] Braddock, Joseph: Bright ghost ::

",Title,7677,{'Unknown'},Coll-146
5446,"Over the bridge : [excerpt] :: Church, Richard",Title,7678,{'Unknown'},Coll-146
4386,"Letter :: Ward, R. E.

",Title,7679,{'Unknown'},Coll-146
763,"Archetypal symbolism and synchronicities in modern world events / L.C. Kling :: Kling, L. C.

",Title,7680,{'Unknown'},Coll-146
2559,"Das kollektive Unbewusste im Leben von Sigmund Freud / L. Kling ::

",Title,7681,{'Unknown'},Coll-146
11589,"[Notes on] Charles Augustus Lindberg ::

",Title,7682,{'Unknown'},Coll-146
3931,"Letter :: Gottlieb, Steven

",Title,7683,{'Unknown'},Coll-146
11590,"[Notes on] Grete Wiesenthal ::

",Title,7684,{'Unknown'},Coll-146
2820,"Excerpt from Personal View by Dr. F.I.D. Konetey Ahulu (physician) :: Konotey Ahulu, F.I.D.

",Title,7685,"{'Occupation', 'Unknown'}",Coll-146
4467,"Letter :: [St. Leven?], Gwen

",Title,7686,{'Unknown'},Coll-146
4351,"Letter :: Toksirg, Signe

",Title,7687,{'Unknown'},Coll-146
4383,"Letter :: Walton, Pamela

",Title,7688,{'Unknown'},Coll-146
1933,"Clusterings of which I have heard or have experienced recently :: Heywood, Rosalind

",Title,7689,{'Unknown'},Coll-146
11527,"[Bibliographic reference to] Haynes, E.S.P.: The Lawyer (with Memoir by Renee Haynes) ::

",Title,7690,"{'Occupation', 'Unknown'}",Coll-146
2850,"Familiar lectures on scientific subjects : [excerpt] :: Herschel, Sir John

",Title,7691,"{'Masculine', 'Gendered-Role'}",Coll-146
2835,"Extract from Trials in Burma, by Maurice Collis :: Collis, Maurice

",Title,7692,{'Unknown'},Coll-146
535,"A hind in Richmond Park (pp. 140-146) : [excerpt] :: Hudson, W. H.

",Title,7693,{'Unknown'},Coll-146
11528,"[Bibliographic reference to] Jung, C.G.: Memories, dreams, reflections ::

",Title,7694,{'Unknown'},Coll-146
11529,"[Bibliographic reference to] Kipling, Rudyard: Puck of Pook's Hill ::

",Title,7695,{'Unknown'},Coll-146
10423,"The animals came in one by one (pp. 95-98) : [excerpt] :: Lloyd-Jones, Buster

",Title,7696,{'Unknown'},Coll-146
11530,"[Bibliographic reference to] Sequel catastrophe, by Patrick A. McCrory ::

",Title,7697,{'Unknown'},Coll-146
1567,"Black beech and honeydew (pp. 161-163) : [excerpt] :: Marsh, Ngaio

",Title,7698,{'Unknown'},Coll-146
1645,"Bugles and a tiger (pp. 172-3) : [excerpt] :: Masters, John

",Title,7699,{'Unknown'},Coll-146
8618,"Sunday Express, October 28, 1962 : [excerpt] :: Maugham, Somerset

",Title,7700,{'Unknown'},Coll-146
5097,"My first hundred years (pp. 179-180) : [excerpt] :: Murray, Margaret

",Title,7701,{'Unknown'},Coll-146
11525,"[Bibliographic reference to] Cronin, A. J.: Adventures in two worlds ::

",Title,7702,{'Unknown'},Coll-146
4992,"Memoirs of the Owen Family. Journey from obscurity - Wilfred Owen, 1893-1918 (pp. 79-84) : [excerpt] :: Owen, Harold

",Title,7703,{'Unknown'},Coll-146
10781,"The secret of Sarajevo (pp. 282-3) : [excerpt] :: Pauli, Hertha

",Title,7704,{'Unknown'},Coll-146
8375,"Saint Joan of Arc (pp. 62-3) : [excerpt] :: Sackville-West, V.

",Title,7705,"{'Omission', 'Unknown'}",Coll-146
10588,"The eye of the wind (pp. 282-3) : [excerpt] :: Scott, Peter

",Title,7706,{'Unknown'},Coll-146
10772,"The queens and the hive : [excerpt] :: Sitwell, Edith

",Title,7707,"{'Gendered-Role', 'Unknown'}",Coll-146
3677,"Left hand right hand : [excerpt] :: Sitwell, Osbert

",Title,7708,{'Unknown'},Coll-146
11532,"[Bibliographic reference to] Smythe, Frank: The Mountain Vision ::

",Title,7709,{'Unknown'},Coll-146
11522,"[Bibliographic reference to] Bertrand Russel: Autobiography ::

",Title,7710,{'Unknown'},Coll-146
3036,"Green memory : [excerpt] :: Strong, L. A. G.
",Title,7711,{'Unknown'},Coll-146
11531,"[Bibliographic reference to] Smith, S.: ESP. ESP type experience of Ben Johnson, reported by Scottish poet, Drummond of Hawthorneden ::

",Title,7712,"{'Occupation', 'Unknown'}",Coll-146
11524,"[Bibliographic reference to] Collis, Maurice: Trials in Burma ::

",Title,7713,{'Unknown'},Coll-146
8432,"Seal Morning (pp.120-121) : [excerpt] :: Farre, Rowena

",Title,7714,{'Unknown'},Coll-146
2830,"Exploration Fawcett : [excerpt] :: Fawcett, P. H.

",Title,7715,{'Unknown'},Coll-146
5096,"My darling Clementine : [excerpt] :: Fishman, Jack

",Title,7716,{'Unknown'},Coll-146
5629,"Pen to paper (pp. 101-2) : [excerpt] :: Frankau, Pamela

",Title,7717,{'Unknown'},Coll-146
5002,"Memories of my life (p. 273) : [excerpt] :: Galton, Sir Francis

",Title,7718,"{'Masculine', 'Gendered-Role'}",Coll-146
4757,"Life of Charlotte Bronte : [excerpt] :: Gaskell, Mrs.

",Title,7719,"{'Omission', 'Unknown', 'Feminine', 'Gendered-Role'}",Coll-146
546,"A pattern of islands : [excerpt] :: Grimble, Arthur

",Title,7720,{'Unknown'},Coll-146
4758,"Life of Thomas Hardy : [excerpt] :: Hardy, Florence

",Title,7721,{'Unknown'},Coll-146
11526,"[Bibliographic reference to] Hare Augustus: Memoirs ::

",Title,7722,{'Unknown'},Coll-146
8388,"Science today : mathematics and parapsychology :: Osman, W. A.

",Title,7723,{'Unknown'},Coll-146
11558,"[Excerpt from My people of the plains, by the Right Reverend Talbot, Ethelbert] :: Talbot, Ethelbert

",Title,7724,{'Unknown'},Coll-146
7991,"Precognitive infants : [letter to the editor] :: Taylor, Rosemary

",Title,7725,"{'Occupation', 'Unknown'}",Coll-146
11124,"Threat to setting of Bury St. Edmunds : [letter to the editor] :: Betjeman, John

",Title,7726,"{'Occupation', 'Unknown'}",Coll-146
2652,"Dr. Coggan wants law to counter pornography :: Gingell, Basil

",Title,7727,"{'Omission', 'Unknown'}",Coll-146
